asset_id,day,valuation
asset_1,1,151294
asset_1,2,157329
asset_1,3,146833
asset_1,4,153007
asset_1,5,153464
asset_1,6,146379
asset_1,7,156614
asset_1,8,152737
asset_1,9,165516
asset_1,10,168574
asset_1,11,162685
asset_1,12,158487
asset_1,13,155663
asset_1,14,163081
asset_1,15,168352
asset_1,16,168378
asset_1,17,160924
asset_1,18,169992
asset_1,19,163027
asset_1,20,163668
asset_1,21,163064
asset_1,22,174768
asset_1,23,175483
asset_1,24,181848
asset_1,25,182976
asset_1,26,172758
asset_1,27,167223
asset_1,28,186664
asset_1,29,174689
asset_1,30,179897
asset_1,31,181163
asset_1,32,181745
asset_1,33,183086
asset_1,34,191493
asset_1,35,185917
asset_1,36,178342
asset_1,37,185881
asset_1,38,197620
asset_1,39,180194
asset_1,40,191950
asset_1,41,197412
asset_1,42,191694
asset_1,43,198073
asset_1,44,189661
asset_1,45,203715
asset_1,46,200359
asset_1,47,195278
asset_1,48,199885
asset_1,49,196899
asset_1,50,193184
asset_1,51,196463
asset_1,52,199661
asset_1,53,199642
asset_1,54,197226
asset_1,55,196438
asset_1,56,197984
asset_1,57,199112
asset_1,58,198847
asset_1,59,205704
asset_1,60,208033
asset_1,61,206880
asset_1,62,207758
asset_1,63,209076
asset_1,64,209716
asset_1,65,212485
asset_1,66,213622
asset_1,67,208357
asset_1,68,208725
asset_1,69,218092
asset_1,70,212593
asset_1,71,227044
asset_1,72,224961
asset_1,73,224327
asset_1,74,233329
asset_1,75,226541
asset_1,76,226042
asset_1,77,219709
asset_1,78,219224
asset_1,79,229165
asset_1,80,230715
asset_1,81,221050
asset_1,82,224218
asset_1,83,234635
asset_1,84,228069
asset_1,85,228512
asset_1,86,241264
asset_1,87,238315
asset_1,88,246663
asset_1,89,237077
asset_1,90,242300
asset_1,91,241286
asset_1,92,245542
asset_1,93,233063
asset_1,94,236561
asset_1,95,242786
asset_1,96,246954
asset_1,97,245793
asset_1,98,247295
asset_1,99,245343
asset_1,100,246502
asset_2,1,402331
asset_2,2,407301
asset_2,3,395998
asset_2,4,420410
asset_2,5,415659
asset_2,6,408099
asset_2,7,420061
asset_2,8,418308
asset_2,9,410401
asset_2,10,422062
asset_2,11,419338
asset_2,12,413032
asset_2,13,412608
asset_2,14,425259
asset_2,15,415064
asset_2,16,425217
asset_2,17,424303
asset_2,18,419381
asset_2,19,431287
asset_2,20,434101
asset_2,21,436806
asset_2,22,431191
asset_2,23,447057
asset_2,24,437567
asset_2,25,433645
asset_2,26,442187
asset_2,27,432550
asset_2,28,431825
asset_2,29,436834
asset_2,30,437895
asset_2,31,458447
asset_2,32,436949
asset_2,33,447573
asset_2,34,437535
asset_2,35,451548
asset_2,36,451012
asset_2,37,456263
asset_2,38,454393
asset_2,39,445732
asset_2,40,449756
asset_2,41,459209
asset_2,42,448303
asset_2,43,466015
asset_2,44,462057
asset_2,45,471776
asset_2,46,453907
asset_2,47,465183
asset_2,48,462686
asset_2,49,471256
asset_2,50,463145
asset_2,51,460773
asset_2,52,467241
asset_2,53,464508
asset_2,54,482157
asset_2,55,474754
asset_2,56,484872
asset_2,57,488068
asset_2,58,484016
asset_2,59,497257
asset_2,60,485967
asset_2,61,494479
asset_2,62,502125
asset_2,63,485717
asset_2,64,482526
asset_2,65,481727
asset_2,66,501601
asset_2,67,490122
asset_2,68,490171
asset_2,69,504268
asset_2,70,489218
asset_2,71,508648
asset_2,72,498529
asset_2,73,501993
asset_2,74,494330
asset_2,75,499127
asset_2,76,506663
asset_2,77,506737
asset_2,78,498680
asset_2,79,501172
asset_2,80,525749
asset_2,81,503923
asset_2,82,506731
asset_2,83,517579
asset_2,84,515137
asset_2,85,513602
asset_2,86,516249
asset_2,87,514128
asset_2,88,521820
asset_2,89,517419
asset_2,90,513041
asset_2,91,538245
asset_2,92,529239
asset_2,93,529148
asset_2,94,533580
asset_2,95,545528
asset_2,96,526007
asset_2,97,545485
asset_2,98,540103
asset_2,99,548856
asset_2,100,542346
asset_3,1,666819
asset_3,2,682099
asset_3,3,675650
asset_3,4,680724
asset_3,5,675311
asset_3,6,669840
asset_3,7,675928
asset_3,8,678184
asset_3,9,689084
asset_3,10,682210
asset_3,11,684485
asset_3,12,691646
asset_3,13,680836
asset_3,14,690777
