asset_id,day,valuation
asset_1,1,196682
asset_1,2,204527
asset_1,3,190882
asset_1,4,198909
asset_1,5,199503
asset_1,6,190292
asset_1,7,203598
asset_1,8,198558
asset_1,9,215170
asset_1,10,219146
asset_1,11,211490
asset_1,12,206033
asset_1,13,202361
asset_1,14,212005
asset_1,15,218857
asset_1,16,218891
asset_1,17,209201
asset_1,18,220989
asset_1,19,211935
asset_1,20,212768
asset_1,21,211983
asset_1,22,227198
asset_1,23,228127
asset_1,24,236402
asset_1,25,237868
asset_1,26,224585
asset_1,27,217389
asset_1,28,242663
asset_1,29,227095
asset_1,30,233866
asset_1,31,235511
asset_1,32,236268
asset_1,33,238011
asset_1,34,248940
asset_1,35,241692
asset_1,36,231844
asset_1,37,241645
asset_1,38,256906
asset_1,39,234252
asset_1,40,249535
asset_1,41,256635
asset_1,42,249202
asset_1,43,257494
asset_1,44,246559
asset_1,45,264829
asset_1,46,260466
asset_1,47,253861
asset_1,48,259850
asset_1,49,255968
asset_1,50,251139
asset_1,51,255401
asset_1,52,259559
asset_1,53,259534
asset_1,54,256393
asset_1,55,255369
asset_1,56,257379
asset_1,57,258845
asset_1,58,258501
asset_1,59,267415
asset_1,60,270442
asset_1,61,268944
asset_1,62,270085
asset_1,63,271798
asset_1,64,272630
asset_1,65,276230
asset_1,66,277708
asset_1,67,270864
asset_1,68,271342
asset_1,69,283519
asset_1,70,276370
asset_1,71,295157
asset_1,72,292449
asset_1,73,291625
asset_1,74,303327
asset_1,75,294503
asset_1,76,293854
asset_1,77,285621
asset_1,78,284991
asset_1,79,297914
asset_1,80,299929
asset_1,81,287365
asset_1,82,291483
asset_1,83,305025
asset_1,84,296489
asset_1,85,297065
asset_1,86,313643
asset_1,87,309809
asset_1,88,320661
asset_1,89,308200
asset_1,90,314990
asset_1,91,313671
asset_1,92,319204
asset_1,93,302981
asset_1,94,307529
asset_1,95,315621
asset_1,96,321040
asset_1,97,319530
asset_1,98,321483
asset_1,99,318945
asset_1,100,320452
asset_2,1,298023
asset_2,2,301705
asset_2,3,293332
asset_2,4,311415
asset_2,5,307896
asset_2,6,302296
asset_2,7,311157
asset_2,8,309858
asset_2,9,304001
asset_2,10,312639
asset_2,11,310621
asset_2,12,305950
asset_2,13,305636
asset_2,14,315007
asset_2,15,307455
asset_2,16,314976
asset_2,17,314299
asset_2,18,310653
asset_2,19,319472
asset_2,20,321557
asset_2,21,323560
asset_2,22,319401
asset_2,23,331154
asset_2,24,324124
asset_2,25,321219
asset_2,26,327546
asset_2,27,320408
asset_2,28,319871
asset_2,29,323581
asset_2,30,324367
asset_2,31,339591
asset_2,32,323666
asset_2,33,331536
asset_2,34,324100
asset_2,35,334480
asset_2,36,334083
asset_2,37,337973
asset_2,38,336588
asset_2,39,330172
asset_2,40,333153
asset_2,41,340155
asset_2,42,332077
asset_2,43,345197
asset_2,44,342265
asset_2,45,349464
asset_2,46,336228
asset_2,47,344580
asset_2,48,342731
asset_2,49,349079
asset_2,50,343071
asset_2,51,341314
asset_2,52,346105
asset_2,53,344080
asset_2,54,357154
asset_2,55,351670
asset_2,56,359165
asset_2,57,361532
asset_2,58,358531
asset_2,59,368339
asset_2,60,359976
asset_2,61,366281
asset_2,62,371945
asset_2,63,359791
asset_2,64,357427
asset_2,65,356835
asset_2,66,371557
asset_2,67,363054
asset_2,68,363090
asset_2,69,373532
asset_2,70,362384
asset_2,71,376777
asset_2,72,369281
asset_2,73,371847
asset_2,74,366171
asset_2,75,369724
asset_2,76,375306
asset_2,77,375361
asset_2,78,369393
asset_2,79,371239
asset_2,80,389444
asset_2,81,373277
asset_2,82,375357
asset_2,83,383392
asset_2,84,381583
asset_2,85,380446
asset_2,86,382407
asset_2,87,380836
asset_2,88,386534
asset_2,89,383274
asset_2,90,380031
asset_2,91,398700
asset_2,92,392029
asset_2,93,391962
asset_2,94,395245
asset_2,95,404095
asset_2,96,389635
asset_2,97,404063
asset_2,98,400077
asset_2,99,406560
asset_2,100,401738
asset_3,1,493940
asset_3,2,505259
asset_3,3,500482
asset_3,4,504240
asset_3,5,500231
asset_3,6,496178
asset_3,7,500688
asset_3,8,502359
asset_3,9,510433
asset_3,10,505341
asset_3,11,507026
asset_3,12,512331
asset_3,13,504323
asset_3,14,511687
asset_3,15,520589
asset_3,16,508575
asset_3,17,525953
asset_3,18,520804
asset_3,19,509816
asset_3,20,529351
asset_3,21,513758
asset_3,22,525267
asset_3,23,514710
asset_3,24,527372
asset_3,25,523644
asset_3,26,534338
asset_3,27,535096
asset_3,28,534786
asset_3,29,523130
asset_3,30,534214
asset_3,31,533443
asset_3,32,540702
asset_3,33,523610
asset_3,34,530203
asset_3,35,535960
asset_3,36,531142
asset_3,37,533624
asset_3,38,537515
asset_3,39,529843
asset_3,40,542953
asset_3,41,535529
asset_3,42,544408
asset_3,43,536458
asset_3,44,542837
asset_3,45,549421
asset_3,46,554637
asset_3,47,553013
asset_3,48,538110
asset_3,49,552578
asset_3,50,541342
asset_3,51,541484
asset_3,52,551136
asset_3,53,544167
asset_3,54,546763
asset_3,55,546076
asset_3,56,547640
asset_3,57,549994
asset_3,58,551021
asset_3,59,555404
asset_3,60,567761
asset_3,61,552435
asset_3,62,563340
asset_3,63,567204
asset_3,64,569721
asset_3,65,557150
asset_3,66,561409
asset_3,67,567109
asset_3,68,559917
asset_3,69,567526
asset_3,70,572077
asset_3,71,564943
asset_3,72,580577
asset_3,73,576826
asset_3,74,573624
asset_3,75,571852
asset_3,76,567468
asset_3,77,568997
asset_3,78,575812
asset_3,79,578050
asset_3,80,583479
asset_3,81,577148
asset_3,82,587312
asset_3,83,589447
asset_3,84,579673
asset_3,85,587471
asset_3,86,587328
asset_3,87,596361
asset_3,88,582772
asset_3,89,583940
asset_3,90,597415
asset_3,91,585941
asset_3,92,591931
asset_3,93,599193
asset_3,94,584952
asset_3,95,601601
asset_3,96,591967
asset_3,97,593019
asset_3,98,604236
asset_3,99,605104
asset_3,100,603668
asset_4,1,169305
asset_4,2,156117
asset_4,3,156054
asset_4,4,148883
asset_4,5,155339
asset_4,6,150952
asset_4,7,163144
asset_4,8,158415
asset_4,9,158190
asset_4,10,176641
asset_4,11,161595
asset_4,12,171780
asset_4,13,180307
asset_4,14,161440
asset_4,15,169722
asset_4,16,163865
asset_4,17,177567
asset_4,18,173227
asset_4,19,181689
asset_4,20,178838
asset_4,21,183175
asset_4,22,190100
asset_4,23,192159
asset_4,24,190002
asset_4,25,181841
asset_4,26,191023
asset_4,27,196747
asset_4,28,180373
asset_4,29,185312
asset_4,30,187651
asset_4,31,199832
asset_4,32,185725
asset_4,33,191461
asset_4,34,195124
asset_4,35,200287
asset_4,36,195620
asset_4,37,191886
asset_4,38,198980
asset_4,39,204435
asset_4,40,204193
asset_4,41,202177
asset_4,42,209998
asset_4,43,218104
asset_4,44,206250
asset_4,45,202528
asset_4,46,208040
asset_4,47,210701
asset_4,48,219462
asset_4,49,211616
asset_4,50,217370
asset_4,51,217471
asset_4,52,231904
asset_4,53,229678
asset_4,54,227193
asset_4,55,228813
asset_4,56,218211
asset_4,57,219623
asset_4,58,222276
asset_4,59,236418
asset_4,60,243551
asset_4,61,232100
asset_4,62,246187
asset_4,63,248297
asset_4,64,234094
asset_4,65,245627
asset_4,66,231765
asset_4,67,238087
asset_4,68,257149
asset_4,69,252761
asset_4,70,245225
asset_4,71,249571
asset_4,72,239682
asset_4,73,239385
asset_4,74,239597
asset_4,75,248937
asset_4,76,261810
asset_4,77,244323
asset_4,78,246233
asset_4,79,246795
asset_4,80,247703
asset_4,81,253653
asset_4,82,269776
asset_4,83,255244
asset_4,84,264111
asset_4,85,264386
asset_4,86,255100
asset_4,87,267012
asset_4,88,267484
asset_4,89,273923
asset_4,90,277275
asset_4,91,279233
asset_4,92,271489
asset_4,93,281171
asset_4,94,280530
asset_4,95,280820
asset_4,96,293156
asset_4,97,273283
asset_4,98,283471
asset_4,99,272691
asset_4,100,277742
asset_5,1,313449
asset_5,2,327109
asset_5,3,341858
asset_5,4,333711
asset_5,5,336674
asset_5,6,321523
asset_5,7,321850
asset_5,8,328170
asset_5,9,343016
asset_5,10,326595
asset_5,11,332870
asset_5,12,340272
asset_5,13,334063
asset_5,14,345597
asset_5,15,338193
asset_5,16,353390
asset_5,17,350212
asset_5,18,347659
asset_5,19,336762
asset_5,20,338998
asset_5,21,346492
asset_5,22,350866
asset_5,23,346897
asset_5,24,353759
asset_5,25,349003
asset_5,26,354511
asset_5,27,360672
asset_5,28,364387
asset_5,29,355128
asset_5,30,365002
asset_5,31,363329
asset_5,32,363473
asset_5,33,370180
asset_5,34,366050
asset_5,35,376927
asset_5,36,377094
asset_5,37,369029
asset_5,38,363009
asset_5,39,364696
asset_5,40,370804
asset_5,41,371610
asset_5,42,382153
asset_5,43,377244
asset_5,44,374422
asset_5,45,380225
asset_5,46,374215
asset_5,47,379906
asset_5,48,384246
asset_5,49,380343
asset_5,50,389853
asset_5,51,402096
asset_5,52,383874
asset_5,53,389087
asset_5,54,397919
asset_5,55,394245
asset_5,56,390404
asset_5,57,405563
asset_5,58,392485
asset_5,59,396576
asset_5,60,405587
asset_5,61,406789
asset_5,62,394057
asset_5,63,400934
asset_5,64,405533
asset_5,65,409684
asset_5,66,413713
asset_5,67,412601
asset_5,68,404068
asset_5,69,401814
asset_5,70,413150
asset_5,71,406844
asset_5,72,418659
asset_5,73,413237
asset_5,74,417514
asset_5,75,421519
asset_5,76,428090
asset_5,77,416209
asset_5,78,418714
asset_5,79,416588
asset_5,80,432890
asset_5,81,429378
asset_5,82,431026
asset_5,83,441243
asset_5,84,421885
asset_5,85,441542
asset_5,86,445346
asset_5,87,450459
asset_5,88,432872
asset_5,89,433144
asset_5,90,448836
asset_5,91,450949
asset_5,92,442226
asset_5,93,446433
asset_5,94,454776
asset_5,95,444167
asset_5,96,462185
asset_5,97,446355
asset_5,98,446698
asset_5,99,447366
asset_5,100,451179
asset_6,1,404220
asset_6,2,410062
asset_6,3,403861
asset_6,4,395513
asset_6,5,399327
asset_6,6,412493
asset_6,7,408556
asset_6,8,408360
asset_6,9,411594
asset_6,10,416654
asset_6,11,407788
asset_6,12,402809
asset_6,13,411051
asset_6,14,420691
asset_6,15,407523
asset_6,16,413320
asset_6,17,413265
asset_6,18,420234
asset_6,19,421735
asset_6,20,418653
asset_6,21,424148
asset_6,22,414279
asset_6,23,432609
asset_6,24,425699
asset_6,25,421554
asset_6,26,432915
asset_6,27,420557
asset_6,28,428655
asset_6,29,424594
asset_6,30,433814
asset_6,31,426717
asset_6,32,437139
asset_6,33,428684
asset_6,34,424541
asset_6,35,429021
asset_6,36,430249
asset_6,37,434733
asset_6,38,441915
asset_6,39,438683
asset_6,40,432274
asset_6,41,440569
asset_6,42,448642
asset_6,43,448174
asset_6,44,438664
asset_6,45,454168
asset_6,46,438041
asset_6,47,442749
asset_6,48,446803
asset_6,49,444932
asset_6,50,450448
asset_6,51,441834
asset_6,52,444810
asset_6,53,457358
asset_6,54,460297
asset_6,55,445553
asset_6,56,451587
asset_6,57,452162
asset_6,58,452076
asset_6,59,468112
asset_6,60,454213
asset_6,61,457923
asset_6,62,462411
asset_6,63,465008
asset_6,64,455529
asset_6,65,474135
asset_6,66,465295
asset_6,67,461021
asset_6,68,466700
asset_6,69,468600
asset_6,70,468549
asset_6,71,473890
asset_6,72,470575
asset_6,73,479329
asset_6,74,479099
asset_6,75,480655
asset_6,76,475802
asset_6,77,469257
asset_6,78,470820
asset_6,79,480186
asset_6,80,480426
asset_6,81,486085
asset_6,82,484155
asset_6,83,483398
asset_6,84,485781
asset_6,85,490940
asset_6,86,490066
asset_6,87,481158
asset_6,88,494715
asset_6,89,480630
asset_6,90,482071
asset_6,91,496774
asset_6,92,486681
asset_6,93,488384
asset_6,94,495655
asset_6,95,500693
asset_6,96,490699
asset_6,97,495894
asset_6,98,494326
asset_6,99,496806
asset_6,100,505404
asset_7,1,183575
asset_7,2,186939
asset_7,3,183253
asset_7,4,190261
asset_7,5,179094
asset_7,6,183124
asset_7,7,189658
asset_7,8,185950
asset_7,9,193495
asset_7,10,186311
asset_7,11,189784
asset_7,12,193065
asset_7,13,185265
asset_7,14,186867
asset_7,15,186630
asset_7,16,194647
asset_7,17,190948
asset_7,18,204018
asset_7,19,195280
asset_7,20,198503
asset_7,21,197057
asset_7,22,192884
asset_7,23,196639
asset_7,24,197202
asset_7,25,204618
asset_7,26,205335
asset_7,27,211760
asset_7,28,203468
asset_7,29,210871
asset_7,30,206834
asset_7,31,206701
asset_7,32,211702
asset_7,33,207698
asset_7,34,211496
asset_7,35,205158
asset_7,36,206026
asset_7,37,208275
asset_7,38,209380
asset_7,39,214977
asset_7,40,216856
asset_7,41,217082
asset_7,42,222357
asset_7,43,216400
asset_7,44,214450
asset_7,45,220430
asset_7,46,231684
asset_7,47,230308
asset_7,48,224781
asset_7,49,223980
asset_7,50,238477
asset_7,51,222694
asset_7,52,229088
asset_7,53,237662
asset_7,54,236684
asset_7,55,231191
asset_7,56,228883
asset_7,57,239987
asset_7,58,229136
asset_7,59,230552
asset_7,60,248919
asset_7,61,241743
asset_7,62,245052
asset_7,63,236854
asset_7,64,251108
asset_7,65,248574
asset_7,66,246067
asset_7,67,254296
asset_7,68,256817
asset_7,69,258951
asset_7,70,259574
asset_7,71,247918
asset_7,72,255987
asset_7,73,251038
asset_7,74,256295
asset_7,75,249125
asset_7,76,254482
asset_7,77,251636
asset_7,78,261233
asset_7,79,249842
asset_7,80,259132
asset_7,81,256126
asset_7,82,271630
asset_7,83,263895
asset_7,84,260590
asset_7,85,272422
asset_7,86,264415
asset_7,87,267770
asset_7,88,266250
asset_7,89,260412
asset_7,90,269673
asset_7,91,266930
asset_7,92,272467
asset_7,93,268875
asset_7,94,273766
asset_7,95,272320
asset_7,96,277217
asset_7,97,282407
asset_7,98,268498
asset_7,99,269753
asset_7,100,270184
asset_8,1,450351
asset_8,2,448014
asset_8,3,461929
asset_8,4,444950
asset_8,5,451670
asset_8,6,449931
asset_8,7,448525
asset_8,8,464573
asset_8,9,457491
asset_8,10,465550
asset_8,11,466054
asset_8,12,463381
asset_8,13,470809
asset_8,14,454387
asset_8,15,458575
asset_8,16,457132
asset_8,17,460716
asset_8,18,473288
asset_8,19,462296
asset_8,20,477194
asset_8,21,470978
asset_8,22,475347
asset_8,23,465071
asset_8,24,464581
asset_8,25,475866
asset_8,26,467022
asset_8,27,479598
asset_8,28,487542
asset_8,29,476648
asset_8,30,484983
asset_8,31,483027
asset_8,32,473124
asset_8,33,476635
asset_8,34,474348
asset_8,35,485660
asset_8,36,489456
asset_8,37,485068
asset_8,38,485902
asset_8,39,498115
asset_8,40,483333
asset_8,41,482371
asset_8,42,483899
asset_8,43,486130
asset_8,44,489912
asset_8,45,498637
asset_8,46,501778
asset_8,47,493199
asset_8,48,496410
asset_8,49,495022
asset_8,50,507348
asset_8,51,499197
asset_8,52,500603
asset_8,53,496828
asset_8,54,496132
asset_8,55,501150
asset_8,56,508039
asset_8,57,497325
asset_8,58,503817
asset_8,59,500955
asset_8,60,512499
asset_8,61,519212
asset_8,62,509003
asset_8,63,512675
asset_8,64,505843
asset_8,65,507620
asset_8,66,524553
asset_8,67,522362
asset_8,68,526445
asset_8,69,512498
asset_8,70,516212
asset_8,71,518638
asset_8,72,530021
asset_8,73,523893
asset_8,74,515954
asset_8,75,523548
asset_8,76,518556
asset_8,77,519384
asset_8,78,533506
asset_8,79,522166
asset_8,80,531758
asset_8,81,522330
asset_8,82,522794
asset_8,83,528428
asset_8,84,541826
asset_8,85,532506
asset_8,86,529770
asset_8,87,535697
asset_8,88,541972
asset_8,89,535825
asset_8,90,541983
asset_8,91,539857
asset_8,92,533315
asset_8,93,551093
asset_8,94,544704
asset_8,95,538338
asset_8,96,540340
asset_8,97,539465
asset_8,98,541205
asset_8,99,554711
asset_8,100,542034
asset_9,1,357789
asset_9,2,368127
asset_9,3,371397
asset_9,4,362371
asset_9,5,382289
asset_9,6,374541
asset_9,7,373366
asset_9,8,368022
asset_9,9,366198
asset_9,10,369349
asset_9,11,377431
asset_9,12,387773
asset_9,13,380660
asset_9,14,378345
asset_9,15,392007
asset_9,16,381975
asset_9,17,381722
asset_9,18,383249
asset_9,19,384537
asset_9,20,384087
asset_9,21,381962
asset_9,22,396125
asset_9,23,403998
asset_9,24,387195
asset_9,25,395067
asset_9,26,392290
asset_9,27,395135
asset_9,28,395092
asset_9,29,389376
asset_9,30,398557
asset_9,31,406217
asset_9,32,399406
asset_9,33,408955
asset_9,34,397187
asset_9,35,416473
asset_9,36,412279
asset_9,37,404528
asset_9,38,405986
asset_9,39,409574
asset_9,40,424682
asset_9,41,419198
asset_9,42,408883
asset_9,43,419721
asset_9,44,414559
asset_9,45,421469
asset_9,46,418164
asset_9,47,416248
asset_9,48,417251
asset_9,49,420382
asset_9,50,432451
asset_9,51,417479
asset_9,52,421954
asset_9,53,433693
asset_9,54,424625
asset_9,55,425607
asset_9,56,433102
asset_9,57,449562
asset_9,58,450277
asset_9,59,442243
asset_9,60,439389
asset_9,61,453711
asset_9,62,454660
asset_9,63,443066
asset_9,64,448191
asset_9,65,443437
asset_9,66,437387
asset_9,67,450295
asset_9,68,442943
asset_9,69,447587
asset_9,70,444536
asset_9,71,447592
asset_9,72,458411
asset_9,73,467877
asset_9,74,449625
asset_9,75,458811
asset_9,76,458338
asset_9,77,458286
asset_9,78,464963
asset_9,79,478881
asset_9,80,461778
asset_9,81,463164
asset_9,82,459522
asset_9,83,469105
asset_9,84,462441
asset_9,85,469690
asset_9,86,468835
asset_9,87,485303
asset_9,88,466681
asset_9,89,487178
asset_9,90,483145
asset_9,91,493769
asset_9,92,485815
asset_9,93,476790
asset_9,94,494865
asset_9,95,475183
asset_9,96,488628
asset_9,97,499042
asset_9,98,490028
asset_9,99,497903
asset_9,100,497146
asset_10,1,194270
asset_10,2,195836
asset_10,3,199410
asset_10,4,206432
asset_10,5,199743
asset_10,6,204026
asset_10,7,213665
asset_10,8,200898
asset_10,9,202431
asset_10,10,211009
asset_10,11,207466
asset_10,12,205088
asset_10,13,214724
asset_10,14,215760
asset_10,15,206976
asset_10,16,210683
asset_10,17,212558
asset_10,18,209049
asset_10,19,221416
asset_10,20,211556
asset_10,21,211738
asset_10,22,215964
asset_10,23,217654
asset_10,24,215263
asset_10,25,230328
asset_10,26,228257
asset_10,27,222444
asset_10,28,219643
asset_10,29,223071
asset_10,30,235831
asset_10,31,227642
asset_10,32,227187
asset_10,33,239696
asset_10,34,234396
asset_10,35,234102
asset_10,36,233173
asset_10,37,234406
asset_10,38,240031
asset_10,39,235482
asset_10,40,245968
asset_10,41,234271
asset_10,42,242727
asset_10,43,235490
asset_10,44,247210
