asset_id,day,valuation
asset_6,1,473179
asset_6,2,480660
asset_6,3,479667
asset_6,4,482793
asset_6,5,480585
asset_6,6,484443
asset_6,7,484899
asset_6,8,484431
asset_6,9,485954
asset_6,10,484398
asset_6,11,481194
asset_6,12,487476
asset_6,13,480993
asset_6,14,482117
asset_6,15,487413
asset_6,16,485029
asset_6,17,483991
asset_6,18,489318
asset_6,19,489466
asset_6,20,485641
asset_6,21,491594
asset_6,22,490879
asset_6,23,487060
asset_6,24,494519
asset_6,25,490567
asset_6,26,493966
asset_6,27,491961
asset_6,28,493670
asset_6,29,497463
asset_6,30,499209
asset_6,31,492165
asset_6,32,492808
asset_6,33,497674
asset_6,34,499716
asset_6,35,499211
asset_6,36,502460
asset_6,37,496134
asset_6,38,497007
asset_6,39,503038
asset_6,40,500928
asset_6,41,506106
asset_6,42,505551
asset_6,43,506164
asset_6,44,504120
asset_6,45,503969
asset_6,46,506225
asset_6,47,504242
asset_6,48,507758
asset_6,49,505796
asset_6,50,505362
asset_6,51,505915
asset_6,52,510204
asset_6,53,508608
asset_6,54,515419
asset_6,55,510505
asset_6,56,508667
asset_6,57,517242
asset_6,58,516337
asset_6,59,511709
asset_6,60,512843
asset_6,61,517876
asset_6,62,513063
asset_6,63,521157
asset_6,64,514594
asset_6,65,522617
asset_6,66,515806
asset_6,67,515864
asset_6,68,523909
asset_6,69,523916
asset_6,70,520404
asset_6,71,523425
asset_6,72,523940
asset_6,73,526727
asset_6,74,523793
asset_6,75,528469
asset_6,76,528618
asset_6,77,523388
asset_6,78,530368
asset_6,79,527553
asset_6,80,524308
asset_6,81,528358
asset_6,82,530141
asset_6,83,528202
asset_6,84,534017
asset_6,85,529470
asset_6,86,531152
asset_6,87,528612
asset_6,88,530079
asset_6,89,534602
asset_6,90,534366
asset_6,91,534821
asset_6,92,534936
asset_6,93,539821
asset_6,94,536681
asset_6,95,537327
asset_6,96,540442
asset_6,97,542472
asset_6,98,540846
asset_6,99,538157
asset_6,100,538809
asset_8,1,496588
asset_8,2,500185
asset_8,3,505849
asset_8,4,506738
asset_8,5,507416
asset_8,6,501917
asset_8,7,503016
asset_8,8,506034
asset_8,9,511176
asset_8,10,509903
asset_8,11,510726
asset_8,12,509146
asset_8,13,507439
asset_8,14,507488
asset_8,15,514091
asset_8,16,507466
asset_8,17,507745
asset_8,18,509224
asset_8,19,515059
asset_8,20,518793
asset_8,21,513168
asset_8,22,513448
asset_8,23,515849
asset_8,24,521891
asset_8,25,515735
asset_8,26,518445
asset_8,27,517864
asset_8,28,519889
asset_8,29,517385
asset_8,30,522947
asset_8,31,520823
asset_8,32,518354
asset_8,33,524114
asset_8,34,519788
asset_8,35,523406
asset_8,36,524719
asset_8,37,529426
asset_8,38,525479
asset_8,39,530280
asset_8,40,527878
asset_8,41,528884
asset_8,42,527256
asset_8,43,527698
asset_8,44,530245
asset_8,45,536464
asset_8,46,534807
asset_8,47,531702
asset_8,48,532416
asset_8,49,533770
asset_8,50,538122
asset_8,51,534742
asset_8,52,539825
asset_8,53,540230
asset_8,54,541071
asset_8,55,541181
asset_8,56,535107
asset_8,57,543159
asset_8,58,543323
asset_8,59,543303
asset_8,60,545449
asset_8,61,547727
asset_8,62,544581
asset_8,63,540280
asset_8,64,544746
asset_8,65,549442
asset_8,66,547326
asset_8,67,544143
asset_8,68,547084
asset_8,69,545374
asset_8,70,548001
asset_8,71,549454
asset_8,72,546899
asset_8,73,547280
asset_8,74,551789
asset_8,75,556285
asset_8,76,556096
asset_8,77,556117
asset_8,78,551548
asset_8,79,556580
asset_8,80,555595
asset_8,81,554775
asset_8,82,554604
asset_8,83,555346
asset_8,84,555839
asset_8,85,557222
asset_8,86,560504
asset_8,87,558902
asset_8,88,561571
asset_8,89,564403
asset_8,90,564590
asset_8,91,565443
asset_8,92,567699
asset_8,93,562904
asset_8,94,565419
asset_8,95,569786
