asset_id,day,valuation
asset_1,1,329654
asset_1,2,332586
asset_1,3,331512
asset_1,4,340212
asset_1,5,340061
asset_1,6,344873
asset_1,7,338885
asset_1,8,340439
asset_1,9,341807
asset_1,10,346370
asset_1,11,344827
asset_1,12,348086
asset_1,13,354919
asset_1,14,350232
asset_1,15,351640
asset_1,16,359315
asset_1,17,362059
asset_1,18,358443
asset_1,19,360814
asset_1,20,359891
asset_1,21,369538
asset_1,22,364659
asset_1,23,363712
asset_1,24,370218
asset_1,25,372780
asset_1,26,373789
asset_1,27,372373
asset_1,28,365035
asset_1,29,365839
asset_1,30,366279
asset_1,31,361792
asset_1,32,364288
asset_1,33,359112
asset_1,34,354990
asset_1,35,360782
asset_1,36,355777
asset_1,37,354474
asset_1,38,356270
asset_1,39,351719
asset_1,40,351673
asset_1,41,352152
asset_1,42,346137
asset_1,43,349716
asset_1,44,350176
asset_1,45,348760
asset_1,46,346141
asset_1,47,341527
asset_1,48,343173
asset_1,49,335509
asset_1,50,334245
asset_1,51,335998
asset_1,52,331331
asset_1,53,333564
asset_1,54,330890
asset_1,55,329495
asset_1,56,330867
asset_1,57,332159
asset_1,58,328845
asset_1,59,324735
asset_1,60,322646
asset_1,61,328384
asset_1,62,325067
asset_1,63,318793
asset_1,64,319226
asset_1,65,315844
asset_1,66,315640
asset_1,67,317264
asset_1,68,315613
asset_1,69,312291
asset_1,70,306946
asset_1,71,306277
asset_1,72,310805
asset_1,73,304989
asset_1,74,307037
asset_1,75,305037
asset_1,76,307202
asset_1,77,301504
asset_1,78,299503
asset_1,79,297017
asset_1,80,294874
asset_1,81,295183
asset_1,82,297842
asset_1,83,294436
asset_1,84,294137
asset_1,85,290233
asset_1,86,285460
asset_1,87,292615
asset_1,88,288162
asset_1,89,289820
asset_1,90,282927
asset_1,91,285883
asset_1,92,278572
asset_1,93,279267
asset_1,94,283055
asset_1,95,274219
asset_1,96,274800
asset_1,97,277020
asset_1,98,275487
asset_1,99,275837
asset_1,100,275541
asset_2,1,443569
asset_2,2,443779
asset_2,3,440787
asset_2,4,450239
asset_2,5,446887
asset_2,6,451490
asset_2,7,450963
asset_2,8,452915
